,Image_File_Paths,Avg EAR,Labels
0,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/X1523.png,0.1520727626436634,1
1,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/v0815.png,0.2479285322112641,0
2,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/W1084.png,0.2846189758825745,1
3,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A0098.png,0.226215483185079,1
4,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/d0252.png,0.1913726478746589,0
5,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/d0881.png,0.2689602560722339,0
6,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/v0573.png,0.2470782866264517,0
7,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/m0105.png,0.1737006830966679,0
8,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/y0029.png,0.2551118752388295,0
9,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/i0683.png,0.2254757125217497,0
10,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/U0430.png,0.2423853408229341,1
11,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/L0701.png,0.2636798367675426,1
12,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/o0432.png,0.338200082578908,0
13,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/q0146.png,0.2943423090869277,0
14,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/y0034.png,0.2666201017662372,0
15,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/X0745.png,0.2577861528369359,1
16,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/j0707.png,0.2790329554705735,0
17,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/R0181.png,0.279137389491514,1
18,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/N0732.png,0.1111195919662289,1
19,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/Q0081.png,0.2304781398851008,1
20,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/T0179.png,0.1636753646966309,1
21,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZA0264.png,0.2499934635613379,1
22,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZB0177.png,0.3308308211320896,1
23,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A0002.png,0.2295892996985987,1
24,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/s0429.png,0.2759654320401837,0
25,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/w0050.png,0.375822927550704,0
26,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/q0037.png,0.2844720587757886,0
27,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZC0175.png,0.3873713279483038,1
28,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/d0687.png,0.2996795769061824,0
29,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/zc0340.png,0.4245616281227682,0
30,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A0244.png,0.1948780016610266,1
31,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/L0809.png,0.2727106968759533,1
32,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/K0102.png,0.3365684009385991,1
33,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/K0185.png,0.2893896643580127,1
34,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/T0376.png,0.1611946798822334,1
35,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/g0073.png,0.3264978408238165,0
36,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/v0569.png,0.1973458848158089,0
37,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/m0076.png,0.2823337622685467,0
38,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/W0225.png,0.2594218165499912,1
39,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/x0560.png,0.208720582964303,0
40,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A0302.png,0.203204259004791,1
41,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/v0876.png,0.2323164190506915,0
42,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/I0766.png,0.2445352063895708,1
43,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZC0033.png,0.3395407386544382,1
44,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/G0374.png,0.1917791815785957,1
45,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/L0068.png,0.2759896725136288,1
46,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/X0494.png,0.1580679682364811,1
47,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/x0078.png,0.2295841480745457,0
48,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/x0210.png,0.2142010873272902,0
49,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/L0175.png,0.2496819472900166,1
50,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/a0562.png,0.3411818748401026,0
51,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZB0009.png,0.2908018839287855,1
52,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/a1139.png,0.2762848366395914,0
53,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/X1026.png,0.1781607506650843,1
54,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/za0946.png,0.2194158927005534,0
55,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/G0147.png,0.2122781687523596,1
56,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/x1439.png,0.1610222748033705,0
57,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/V0141.png,0.2174332095248879,1
58,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/n0677.png,0.2571918319010436,0
59,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/za0901.png,0.2592574807418596,0
60,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/d1012.png,0.2990474878927532,0
61,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/r0531.png,0.398677550177115,0
62,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/i0011.png,0.231406665987767,0
63,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/x0829.png,0.2409510522774477,0
64,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/a0668.png,0.2658032353699728,0
65,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/J0079.png,0.2122874082701111,1
66,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/H0053.png,0.3853858365501129,1
67,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/W0477.png,0.262589072935019,1
68,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/Q0607.png,0.2423979045135605,1
69,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A0057.png,0.2229753607570888,1
70,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/w0653.png,0.3543431735307907,0
71,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/za1031.png,0.256571889774788,0
72,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZB0227.png,0.3136828709790689,1
73,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/F0033.png,0.466641339702301,1
74,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/q0331.png,0.2938730606343872,0
75,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/X0018.png,0.1899757421144532,1
76,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/V0374.png,0.2221257458551715,1
77,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/J0061.png,0.1412120514491134,1
78,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/X0263.png,0.2282785887366997,1
79,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/i0511.png,0.2379439193347503,0
80,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/F0069.png,0.4354344968966844,1
81,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/K0361.png,0.2345251558872609,1
82,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/d0958.png,0.2334549811112383,0
83,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/w0218.png,0.3735270301907692,0
84,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/ZC1283.png,0.4131888873560156,1
85,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/Y0002.png,0.1686769870770451,1
86,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/V0114.png,0.2471230008811934,1
87,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/W0820.png,0.3021478318804752,1
88,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/e0332.png,0.4290205262780675,0
89,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/u0104.png,0.2951343092335287,0
90,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/O0496.png,0.2794144798901348,1
91,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/I0672.png,0.2245157407682317,1
92,/mnt/c/Users/charu/VS/ViT/DDD/Non Drowsy/o0021.png,0.3490285098925261,0
93,/mnt/c/Users/charu/VS/ViT/DDD/Drowsy/A0818.png,0.3774467679943504,1
